Porosity,Oil Saturation,Water Saturation,depth ft,Net Pay (ft),reservoir pressure psi,viscosity,k_md_synth,fracture_flooding_success,stage
0.0952675320978032,0.5936257657579893,0.2371815976764382,8515.433072450407,204.92662580526715,3724.882755418025,0.0001126758024207,9.010384002501127,True,early-stage field
0.0888206480370998,0.4153451262014272,0.3649936370716092,7765.863043050819,132.36041597918774,3882.923312638332,0.0002645502645502,0.7056988373833153,False,developed field
0.0952675320978032,0.5936257657579893,0.2371815976764382,9010.515284806526,204.92662580526715,4139.520646100069,2.0891143043223253e-07,9.010384002501127,False,developed field
0.0547221480377964,0.0040863666714657,0.3303610332852542,7840.4834983429255,239.819331538982,4039.915906107852,0.0001461988304093,0.010049466633166979,False,appraisal stage
0.0723,0.0,0.4128,9538.714967614598,177.0,4731.189060173008,0.000250626566416,0.021672176103713758,False,early-stage field
0.0523001321010876,0.7145677044751739,0.4536607572597629,7572.207086396655,97.39151341318544,4011.1109133059913,0.0001508295625942,0.010003038572153683,False,developed field
0.052,0.64,0.36,7836.13288350523,67.0,3874.478015957112,0.0001461988304093,0.010001615292974218,False,appraisal stage
0.0535594324230114,0.5230744344472367,0.3684484526151845,7965.3478157724,164.4045885585188,4071.2323011933277,0.000243309002433,0.010017639315082665,False,early-stage field
0.0652,0.0,0.27,8832.461857121156,164.0,4208.505554831588,0.0002469135802469,0.012632187198958571,False,early-stage field
0.0670401770126509,0.5705157131663752,0.2808303261981381,9119.423611561837,82.93682868219958,2986.640192134954,0.0001481481481481,0.01397305561820085,False,appraisal stage
0.0670401770126509,0.5705157131663752,0.2808303261981381,7221.617992909106,82.93682868219958,3625.461738278322,0.0001481481481481,0.01397305561820085,False,developed field
0.0737086914543662,0.5063324396189961,0.2878707922009539,7994.472137679873,192.8401267323196,3733.1755980787566,5.141433641469735e-07,0.02547238518481194,False,appraisal stage
0.05489170803255,0.3257128453673049,0.461924032074739,6779.156350028978,93.54746403429438,4411.272456051594,0.0002450980392156,0.010056041850709987,False,appraisal stage
0.0952675320978032,0.5936257657579893,0.2371815976764382,9193.639724282317,204.92662580526715,5389.1565207762205,2.2816088500139245e-07,9.010384002501127,False,appraisal stage
0.0693051318900387,0.4015951015371038,0.4228635742376398,8171.368281189971,213.04294696389127,4369.2332899977055,9.950248756218904e-05,0.01638947659773425,False,appraisal stage
0.0856,0.0,0.2009,8025.5006680813485,166.0,4282.232119277568,9.718172983479106e-05,0.2620243878323792,False,early-stage field
0.0952675320978032,0.5936257657579893,0.2371815976764382,9641.771116014075,204.92662580526715,4131.743020115105,0.0001169590643274,9.010384002501127,False,appraisal stage
0.0603,0.0,0.35,6236.959844637266,241.0,4171.809144784231,0.0002666666666666,0.010700120799316213,False,early-stage field
0.0875307375820429,0.6565374295064816,0.3353859955254891,8887.748459593357,116.74674545119628,4291.06139735652,0.000243309002433,0.4646744735116256,False,developed field
0.0694,0.0,0.3159,7690.787624148786,134.0,3580.391238388681,0.000243309002433,0.01651458178163924,False,developed field
0.0558036320253458,0.7021752975674665,0.2804254620557183,9099.64697578482,160.41375108959917,3245.9233552262585,0.0001481481481481,0.010101638558341754,False,developed field
0.0745807937558416,0.0903082937851363,0.4592524158124322,9233.496804543058,255.37721988281783,4606.086171066563,0.000250626566416,0.028448436962389315,False,appraisal stage
0.0952675320978032,0.5936257657579893,0.2371815976764382,9069.48088619693,204.92662580526715,2977.7884890900427,0.0001418439716312,9.010384002501127,False,developed field
0.0987926039731267,0.1154359450487899,0.255147435982408,8736.122350669259,57.94977494272548,4233.897376631576,0.0001461988304093,51.65801043534442,False,developed field
0.0830098688358865,0.2161870399160614,0.2748125945369474,8332.89244048893,75.8590507795556,3692.562120291345,0.0001007049345417,0.133430715218515,False,early-stage field
0.0520364401159485,0.5982140376061812,0.2763006791443401,7700.992649534132,209.1598484354392,4043.5235341190855,0.0002666666666666,0.010001757189621248,False,early-stage field
0.0965378662801782,0.3654087413096491,0.2837437802541435,8423.943069790934,166.71557113161853,3608.9760868500803,0.0002283105022831,16.398111121765222,False,developed field
0.0952675320978032,0.5936257657579893,0.2371815976764382,8190.336984965167,204.92662580526715,3290.701768492221,9.950248756218904e-05,9.010384002501127,False,early-stage field
0.0952675320978032,0.5936257657579893,0.2371815976764382,8823.73307697514,204.92662580526715,4811.460249670687,0.0001169590643274,9.010384002501127,True,appraisal stage
0.0737086914543662,0.5063324396189961,0.2878707922009539,9158.186652932029,192.8401267323196,4250.724165762403,5.141433641469735e-07,0.02547238518481194,False,appraisal stage
0.0952675320978032,0.5936257657579893,0.2371815976764382,6601.259118394142,204.92662580526715,3792.6176827972668,0.0002450980392156,9.010384002501127,True,appraisal stage
0.0603,0.0,0.35,7640.221854708013,241.0,3612.978534626748,0.0002666666666666,0.010700120799316213,False,early-stage field
0.0587,0.0,0.47,8460.955615420293,232.0,3870.9076007318304,0.000243309002433,0.010398875793220335,False,developed field
0.0987926039731267,0.1154359450487899,0.255147435982408,7493.356780368476,57.94977494272548,3564.847522719463,0.0001461988304093,51.65801043534442,False,developed field
0.0903417369633632,0.3494390446198425,0.2530181256557092,7846.66354248386,181.25665124063028,4972.557807243393,0.0001418439716312,1.1994468700873073,False,appraisal stage
0.0522652004886022,0.38485033567158,0.3276667364481002,7486.212508491753,260.930821637258,3666.9696898847856,0.000250626566416,0.010002841486941376,False,early-stage field
0.0786,0.0,0.3928,7925.554084233832,142.0,4128.775195361382,0.0002564102564102,0.05300586047541175,False,appraisal stage
0.0952675320978032,0.5936257657579893,0.2371815976764382,7973.486124550783,204.92662580526715,3040.614392350479,0.0001769128704113,9.010384002501127,False,early-stage field
0.0952675320978032,0.5936257657579893,0.2371815976764382,7567.390719451987,204.92662580526715,4051.173841274833,0.0001461988304093,9.010384002501127,True,appraisal stage
0.0952675320978032,0.5936257657579893,0.2371815976764382,8301.547342333612,204.92662580526715,3903.8195176094387,8.150517231823531e-05,9.010384002501127,True,appraisal stage
0.0736735885390282,0.3664309134823399,0.2558600930652192,7992.619850055427,258.2328583245485,4169.910482093322,0.0002666666666666,0.025363683017131385,False,developed field
0.0529,0.0,0.39,7310.805789535755,246.0,3892.8377583719034,0.0002450980392156,0.01000797980428804,False,early-stage field
0.0587,0.0,0.47,9401.321564693624,232.0,3931.354498160365,0.000243309002433,0.010398875793220335,False,appraisal stage
0.0559082413810828,0.6386965351479392,0.281413189670584,7610.541975696518,244.68113246532403,4609.025218878255,0.0001481481481481,0.010108077082738072,False,early-stage field
